accuracy,precision_weighted,recall_weighted,f1_weighted,f1_macro,roc_auc_ovr,model,cv_f1_weighted_mean,cv_f1_weighted_std,wall_time_seconds
0.7790986515259049,0.8018310601580617,0.7790986515259049,0.7631267936365181,0.5745199740359805,0.8970433340409453,Logistic Regression,0.9756340396083962,0.0014562827661733719,330.3
0.7505322924059616,0.8134006139679893,0.7505322924059616,0.7112228841755389,0.5381766605585122,0.947607084459893,Random Forest,0.998718462950517,0.0001723155773565032,53.8
0.7865951029098651,0.8335259655114927,0.7865951029098651,0.7582376046079666,0.6336824732777656,0.9537293842777798,XGBoost,0.9990636198662977,0.00020340792827472907,90.1
